,RD\LINC\steps\Ateamclipper.cwl,RD\LINC\steps\H5ParmCollector.cwl,RD\LINC\steps\LoSoTo.ClockTec.cwl,RD\LINC\steps\LoSoTo.Duplicate.cwl,RD\LINC\steps\LoSoTo.Faraday.cwl,RD\LINC\steps\LoSoTo.Flag.cwl,RD\LINC\steps\LoSoTo.FlagStation.cwl,RD\LINC\steps\LoSoTo.Flagextend.cwl,RD\LINC\steps\LoSoTo.Interpolate.cwl,RD\LINC\steps\LoSoTo.Norm.cwl,RD\LINC\steps\LoSoTo.Plot.cwl,RD\LINC\steps\LoSoTo.Polalign.cwl,RD\LINC\steps\LoSoTo.Replicate.cwl,RD\LINC\steps\LoSoTo.Reset.cwl,RD\LINC\steps\LoSoTo.Residual.cwl,RD\LINC\steps\LoSoTo.Reweight.cwl,RD\LINC\steps\LoSoTo.Smooth.cwl,RD\LINC\steps\LoSoTo.Structure.cwl,RD\LINC\steps\add_missing_stations.cwl,RD\LINC\steps\aoflag.cwl,RD\LINC\steps\applybeam.cwl,RD\LINC\steps\applycal.cwl,RD\LINC\steps\applytarget.cwl,RD\LINC\steps\average.cwl,RD\LINC\steps\blank_image_reg.cwl,RD\LINC\steps\blsmooth.cwl,RD\LINC\steps\check_ateam_separation.cwl,RD\LINC\steps\check_demix.cwl,RD\LINC\steps\check_filtered_MS_array.cwl,RD\LINC\steps\check_removed_groups.cwl,RD\LINC\steps\check_unflagged_fraction.cwl,RD\LINC\steps\collectfiles.cwl,RD\LINC\steps\compare_station_list.cwl,RD\LINC\steps\compress.cwl,RD\LINC\steps\concatenate_files.cwl,RD\LINC\steps\createRMh5parm.cwl,RD\LINC\steps\ddecal.cwl,RD\LINC\steps\ddecal_array.cwl,RD\LINC\steps\dp3_addcol.cwl,RD\LINC\steps\dp3_make_parset_cal.cwl,RD\LINC\steps\dp3_make_parset_target.cwl,RD\LINC\steps\dp3_prep_cal.cwl,RD\LINC\steps\dp3_prep_target.cwl,RD\LINC\steps\dp3concat.cwl,RD\LINC\steps\fetch_data.cwl,RD\LINC\steps\fetch_file.cwl,RD\LINC\steps\filter_ms_group.cwl,RD\LINC\steps\filter_predict.cwl,RD\LINC\steps\findRefAnt_join.cwl,RD\LINC\steps\find_skymodel_cal.cwl,RD\LINC\steps\find_skymodel_target.cwl,RD\LINC\steps\format_quality.cwl,RD\LINC\steps\getFWHM.cwl,RD\LINC\steps\get_targetname.cwl,RD\LINC\steps\h5parm_pointingname.cwl,RD\LINC\steps\h5parmcat.cwl,RD\LINC\steps\identify_bad_antennas.cwl,RD\LINC\steps\identify_bad_antennas_join.cwl,RD\LINC\steps\list_directory.cwl,RD\LINC\steps\list_directory_files.cwl,RD\LINC\steps\make_beam_reg.cwl,RD\LINC\steps\make_mask.cwl,RD\LINC\steps\merge_array.cwl,RD\LINC\steps\merge_array_files.cwl,RD\LINC\steps\merge_skymodels.cwl,RD\LINC\steps\mslin2circ.cwl,RD\LINC\steps\plot_Ateamclipper.cwl,RD\LINC\steps\plot_demix.cwl,RD\LINC\steps\plot_unflagged.cwl,RD\LINC\steps\predict.cwl,RD\LINC\steps\read_surl_list.cwl,RD\LINC\steps\selectfirstdirectory.cwl,RD\LINC\steps\sort_times_into_freqGroups.cwl,RD\LINC\steps\summary.cwl,RD\LINC\steps\taql.cwl,RD\LINC\steps\taql_copy.cwl,RD\LINC\steps\transfer_solutions.cwl,RD\LINC\steps\uvplot.cwl,RD\LINC\steps\wsclean.cwl,RD\LINC\workflows\HBA_calibrator.cwl,RD\LINC\workflows\HBA_target.cwl,RD\LINC\workflows\HBA_target_VLBI.cwl,RD\LINC\workflows\LBA_calibrator.cwl,RD\LINC\workflows\LBA_target.cwl,RD\LINC\workflows\ldv_linc_calibrator.cwl,RD\LINC\workflows\ldv_linc_target.cwl,RD\LINC\workflows\linc_calibrator.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_bp.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_fr.cwl,RD\LINC\workflows\linc_calibrator\apply_pa.cwl,RD\LINC\workflows\linc_calibrator\bandpass.cwl,RD\LINC\workflows\linc_calibrator\bp.cwl,RD\LINC\workflows\linc_calibrator\clocktec.cwl,RD\LINC\workflows\linc_calibrator\dp3_prep_cal.cwl,RD\LINC\workflows\linc_calibrator\faraday_rotation.cwl,RD\LINC\workflows\linc_calibrator\fr.cwl,RD\LINC\workflows\linc_calibrator\ion.cwl,RD\LINC\workflows\linc_calibrator\pa.cwl,RD\LINC\workflows\linc_calibrator\pol_align.cwl,RD\LINC\workflows\linc_calibrator\predict_calibrate.cwl,RD\LINC\workflows\linc_calibrator\prep.cwl,RD\LINC\workflows\linc_calibrator\prep_fr.cwl,RD\LINC\workflows\linc_target.cwl,RD\LINC\workflows\linc_target\amplitude.cwl,RD\LINC\workflows\linc_target\apply_calibrate_tec.cwl,RD\LINC\workflows\linc_target\calib_targ.cwl,RD\LINC\workflows\linc_target\concat.cwl,RD\LINC\workflows\linc_target\corrupt_model.cwl,RD\LINC\workflows\linc_target\dp3_prep_targ.cwl,RD\LINC\workflows\linc_target\finalize.cwl,RD\LINC\workflows\linc_target\fr.cwl,RD\LINC\workflows\linc_target\gsmcal.cwl,RD\LINC\workflows\linc_target\imaging_subtract.cwl,RD\LINC\workflows\linc_target\predict_calibrate_fr.cwl,RD\LINC\workflows\linc_target\prep.cwl,RD\LINC\workflows\linc_target\selfcal_targ_hba.cwl,RD\LINC\workflows\linc_target\selfcal_targ_lba.cwl,RD\LINC\workflows\linc_target\tec_and_amp.cwl,ldv\imaging_compress_pipeline\aggregate_and_plot.cwl,ldv\imaging_compress_pipeline\compress_pipeline.cwl,ldv\imaging_compress_pipeline\download_and_compress_pipeline.cwl,ldv\imaging_compress_pipeline\steps\DPPP.cwl,ldv\imaging_compress_pipeline\steps\combine_inspect_dataset.cwl,ldv\imaging_compress_pipeline\steps\compress.cwl,ldv\imaging_compress_pipeline\steps\create_inspect_dataset.cwl,ldv\imaging_compress_pipeline\steps\define_parset.cwl,ldv\imaging_compress_pipeline\steps\extract_quality_metrics.cwl,ldv\imaging_compress_pipeline\steps\extract_sip_meta.cwl,ldv\imaging_compress_pipeline\steps\fetch_data.cwl,ldv\imaging_compress_pipeline\steps\fix_antenna_information_2013.cwl,ldv\imaging_compress_pipeline\steps\fix_antenna_information_2015.cwl,ldv\imaging_compress_pipeline\steps\fix_long_baselines.cwl,ldv\imaging_compress_pipeline\steps\fix_weightissue_flagging.cwl,ldv\imaging_compress_pipeline\steps\format_ingest.cwl,ldv\imaging_compress_pipeline\steps\format_metrics.cwl,ldv\imaging_compress_pipeline\steps\identify_issues.cwl,ldv\imaging_compress_pipeline\steps\inspect_compression_quality.cwl,ldv\imaging_compress_pipeline\steps\inspect_flagging_dataloss.cwl,ldv\imaging_compress_pipeline\steps\plot_uvw_coverage.cwl,ldv\imaging_compress_pipeline\steps\read_surl_list.cwl,ldv\imaging_compress_pipeline\workflows\inspect_workflow.cwl
RD\LINC\workflows\linc_calibrator\clocktec.cwl,0.0,2.5,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.375,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,8.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,1.6666666666666667,0.0,0.0,0.0,2.5,-1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\dp3_prep_cal.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,0.0,0.8452380952380952,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.5,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\faraday_rotation.cwl,0.0,19.166666666666668,0.0,2.5476190476190474,5.0,0.3,0.2727272727272727,0.25,0.17647058823529413,0.0,22.263157894736842,0.0,0.0,3.0,2.0,0.23076923076923078,0.5541666666666667,0.0,16.0,0.4,0.3333333333333333,3.0083333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.0,0.4444444444444444,0.0,1.0,0.0,32.963095238095235,0.0,10.03076923076923,1.6666666666666667,0.6,0.0,0.0,0.0,0.0,1.3333333333333333,0.13852813852813853,0.0,0.0,0.0,5.833333333333334,0.6875,0.0,0.0,0.0,0.0,0.75,8.824561403508772,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.9642857142857143,0.0,0.6050420168067226,0.0,0.0,0.75,0.0,0.14285714285714285,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.42857142857142855,3.5,0.75,0.375,3.857142857142857,0.0,0.0,-1.0,4.0,0.0,2.5,0.0,1.2307692307692308,1.2307692307692308,0.75,4.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\fr.cwl,0.0,17.0,0.0,5.041666666666667,4.0,1.25,1.0,0.5,0.2727272727272727,0.0,12.846153846153847,1.6666666666666667,0.0,3.0,5.5,0.42857142857142855,0.8833333333333333,0.0,0.0,0.0,1.1785714285714286,7.708333333333333,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.964285714285714,0.0,10.7012987012987,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.3192982456140351,0.0,0.0,0.0,5.5,1.5142857142857142,0.0,0.0,0.0,0.0,1.0,5.730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.0865384615384617,0.0,1.3477272727272727,0.0,0.0,6.5,0.0,0.2,0.0,0.0,15.0,0.0,0.0,15.0,0.0,11.0,0.0,15.0,2.5,11.0,3.5,2.5,20.0,0.0,0.0,4.0,-1.0,0.0,20.0,2.5,2.7012987012987013,2.7012987012987013,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\ion.cwl,0.0,10.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.9015873015873015,0.0,0.0,0.0,15.0,7.35,0.0,1.0,0.0,0.0,5.785714285714286,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,0.0,6.5,0.0,0.0,19.0,0.0,0.0,19.0,0.0,11.0,0.0,19.0,7.5,0.0,0.0,0.0,20.0,8.0,2.5,0.0,0.0,-1.0,0.0,0.0,1.5,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\pa.cwl,0.0,15.0,0.0,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,0.0,1.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,11.5,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.4111111111111111,0.0,0.0,0.0,5.0,2.55,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,0.0,2.1,0.0,0.0,7.666666666666667,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,10.0,0.0,17.0,0.0,2.5,10.0,0.0,0.0,0.0,0.0,2.5,20.0,0.0,-1.0,5.0,11.5,16.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\pol_align.cwl,0.0,9.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,-1.0,2.6666666666666665,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\predict_calibrate.cwl,0.0,8.045454545454545,0.0,1.8364661654135337,0.9375,0.2,0.1875,0.17647058823529413,0.13636363636363635,0.0,20.0,1.75,0.0,0.2,1.2,0.16666666666666666,0.4232919254658385,0.0,0.0,7.0,0.75,2.8617216117216118,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.90151681651682,0.0,8.3,0.3,0.875,0.0,0.0,2.0,0.0,0.0,0.30952380952380953,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.9926739926739927,0.0,0.11538461538461539,0.0,0.0,12.0,0.0,0.0,12.0,0.0,8.0,0.0,12.0,0.25,0.6785714285714286,2.9285714285714284,0.23076923076923078,1.2012987012987013,0.0,2.0,1.2307692307692308,2.7012987012987013,1.5,11.5,2.6666666666666665,-1.0,12.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\prep.cwl,0.0,4.420454545454545,0.25,2.756629335576704,0.9375,0.2,0.375,0.17647058823529413,0.13636363636363635,0.0,20.88235294117647,2.0,0.0,0.2,1.4,0.16666666666666666,0.6375776397515528,0.0,0.0,6.0,1.25,5.59029304029304,0.0,0.0,0.0,5.261904761904762,5.0,8.0,0.0,0.0,0.0,5.0,0.0,1.0,56.577707292707295,0.0,8.728571428571428,0.3,0.875,18.0,0.0,11.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,10.375,6.0,0.0,0.6666666666666666,0.0,0.0,5.833333333333333,2.151470588235294,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,1.375,0.0,4.0,0.0,5.0,0.0,2.0,0.0,5.166666666666666,0.9926739926739927,0.0,1.7820512820512822,0.0,0.0,34.0,0.0,0.0,34.0,0.0,10.0,0.0,34.0,1.0,0.6785714285714286,2.9285714285714284,0.23076923076923078,6.201298701298701,0.3,24.0,1.2307692307692308,2.7012987012987013,15.75,16.5,3.5,12.0,-1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\prep_fr.cwl,0.0,2.0,0.0,0.6,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,0.0,19.6,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16783216783216784,0.0,0.0,0.0,0.0,0.375,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.3333333333333333,0.0,0.0,25.75,0.0,0.0,0.0,0.0,7.0,5.0,5.0,7.0,5.0,4.0,4.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.75,3.5,0.0,7.0,0.0,0.6,0.6,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,0.42857142857142855,0.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_target.cwl,5.0,27.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,148.0,0.0,6.0,3.0,3.0,0.0,0.0,6.0,67.0,14.0,0.0,71.0,8.0,4.0,17.0,31.0,5.0,10.0,2.0,5.0,7.0,12.0,27.0,1.3333333333333333,188.0,11.0,68.0,9.0,12.0,0.0,23.0,0.0,13.0,25.0,0.5,0.5,10.0,8.0,21.0,0.0,9.0,0.3333333333333333,8.0,3.0,4.0,44.0,3.0,5.0,0.5,0.5,5.0,5.0,7.0,14.0,4.0,5.0,3.0,4.0,4.0,5.0,0.0,0.0,9.0,14.0,18.0,3.0,0.0,5.0,138.0,0.0,66.0,66.0,0.0,66.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,6.0,42.0,12.0,24.0,6.0,35.0,35.0,13.0,42.0,16.0,12.0,56.0,22.0,27.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_target\amplitude.cwl,0.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.8888888888888888,0.0,2.0,0.0,48.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,16.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_target\apply_calibrate_tec.cwl,0.0,106.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,6.4,101.33333333333333,0.0,8.0,0.0,0.0,0.0,0.0,0.0,40.0,4.9350649350649345,0.0,36.5,0.0,0.0,0.0,12.0,0.0,0.0,20.5,0.0,13.733333333333334,0.0,52.833333333333336,0.0,341.23809523809524,0.875,30.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,3.863247863247863,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,1.6666666666666667,0.0,42.0,42.0,0.0,42.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,-1.0,0.0,3.863247863247863,0.0,0.0,0.0,14.25,42.0,1.6666666666666667,6.5,0.875,0.0,42.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_target\calib_targ.cwl,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,1.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,3.3333333333333335,0.0,0.0,0.0,31.666666666666668,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,-1.0,4.166666666666667,0.0,0.0,10.5,0.0,12.0,0.0,0.0,3.5,20.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_target\concat.cwl,0.0,2.1818181818181817,0.0,0.9230769230769231,1.0666666666666667,0.0,0.0,0.0,0.0,0.5333333333333333,30.166666666666668,0.0,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,1.7380952380952381,5.0,0.0,2.103896103896104,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.8,20.6,1.3333333333333333,0.0,2.2857142857142856,0.0,56.221270885976764,0.75,8.266666666666667,0.0,0.4,0.0,0.0,0.0,8.35,18.0,1.3519841269841268,0.0,5.0,0.0,20.0,0.0,0.6,0.0,0.0,0.0,0.0,10.0,3.0,13.5,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,0.36363636363636365,0.0,0.0,11.666666666666668,2.6,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,23.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.6666666666666666,3.863247863247863,4.166666666666667,-1.0,0.0,8.35,20.5,2.333333333333333,18.0,0.0,0.8888888888888888,21.366666666666667,2.0,2.6666666666666665,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
